id,eigencentrality
4,0.057277489822087295
16,0.05328225919498955
20,0.04660098244179242
24,0.05466038116635285
36,0.10202844125491498
40,0.10672043558987941
44,0.057277489822087295
80,0.029938321866627062
100,0.015614432429829121
104,0.20737876190021448
108,0.015614432429829121
130,0.015614432429829121
148,0.015614432429829121
162,0.015614432429829121
163,0.015614432429829121
164,0.667935541219411
168,0.06893409789546387
228,0.18838303962263395
230,0.015614432429829121
232,0.10672043558987941
272,0.27863159798979287
276,0.10385658287459484
280,0.17076451814838492
292,0.5811579671971786
295,0.015614432429829121
296,0.05331966546563472
336,0.10385658287459484
360,0.13533910891698114
408,0.07278569460715648
420,0.7255211569845134
424,0.04082714952234904
501,0.015614432429829121
516,0.15254209125677642
528,0.016926948970226244
534,0.015614432429829121
544,0.015614432429829121
548,0.15930593107700236
548,0.15930593107700236
552,0.015614432429829121
592,0.020343378553828517
660,0.015614432429829121
680,0.015614432429829121
757,0.015614432429829121
836,0.10091130198468201
886,0.015614432429829121
899,0.015614432429829121
900,0.028140970819088822
928,0.07697784008211808
964,0.04541176934186241
1048,0.02674989356294441
1060,0.2604755274492555
1104,0.04575594825008064
1120,0.09811017282430455
1128,0.15976640666929018
1131,0.015614432429829121
1152,0.015614432429829121
1153,0.015614432429829121
1154,0.015614432429829121
1188,0.22844174471630865
1218,0.015614432429829121
1248,0.059055964062464196
1296,0.12038415693724447
1322,0.015614432429829121
1368,0.015614432429829121
1370,0.015614432429829121
1376,0.12569225934095743
1440,0.07360348667596764
1480,0.025274347573834285
1504,0.1378100242481943
1600,0.2248952161256705
1608,0.30371332708301474
1728,0.1395651298170464
1736,0.10861305967133984
1745,0.015614432429829121
1792,0.04475095143282767
1840,0.015614432429829121
1856,0.23728713206068291
1864,0.1057659845179325
1920,0.07289192225191647
1924,0.04475095143282767
1928,0.1124229682079646
1984,0.3269379585702186
2064,0.10794264036134242
2068,0.08175792819597835
2072,0.13560757239419888
2082,0.015614432429829121
2084,0.8755502190566158
2088,0.05331966546563472
2107,0.015614432429829121
2120,0.015614432429829121
2127,0.015614432429829121
2128,0.14961253112467549
2136,0.015614432429829121
2144,0.16733325685276848
2148,0.4817685430066738
2152,0.13533910891698114
2192,0.15664777014840264
2196,0.06804428610053462
2210,0.015614432429829121
2212,1.0
2216,0.08375148772874343
2272,0.07740717723125665
2276,0.5065422107838623
2304,0.27863159798979287
2320,0.7423364930704256
2328,0.3514172925969493
2336,0.27586573767626665
2340,0.806079348082074
2344,0.09148541366998872
2384,0.27863159798979287
2400,0.11375977649960368
2408,0.06922233200237529
2448,0.3205108252748742
2464,0.2095178317150163
2468,0.8630894313061845
2472,0.09835894861313704
2488,0.015614432429829121
2500,0.08741758244914291
2504,0.025274347573834285
2512,0.10385658287459484
2528,0.15974770486774997
2564,0.3672093166780021
2575,0.015614432429829121
2576,0.05328225919498955
2592,0.055842997970430436
2600,0.015614432429829121
2624,0.1455706427679737
2628,0.333012971173937
2632,0.30371332708301474
2656,0.031101919919294205
2660,0.015614432429829121
2679,0.015614432429829121
2692,0.10091130198468201
2700,0.04541176934186241
2720,0.10807976000141237
2755,0.015614432429829121
2756,0.23298822521711654
2760,0.1331458299527515
2784,0.055842997970430436
2820,0.38308480010835916
2884,0.23298822521711648
2948,0.1580260752686209
2952,0.1124229682079646
2961,0.015614432429829121
2976,0.15801945098963924
2982,0.015614432429829121
3008,0.17642102261945827
3012,0.20182260396936408
3016,0.046839423687886586
3068,0.015614432429829121
3088,0.04575594825008064
3104,0.3173417145477392
3108,0.5451342073212576
3144,0.31932775951284387
3148,0.12082153586658705
3152,0.08212932752089916
3168,0.1823872421106749
3184,0.015614432429829121
3216,0.0502268580439061
3232,0.059055964062464196
3240,0.03179626662401381
3264,0.2666371856418925
3272,0.12082153586658705
3296,0.121001139556268
3332,0.19814500539051752
3340,0.056307654341742265
3344,0.3066732220303639
3360,0.052088772664989805
3400,0.12082153586658705
3424,0.09727110327243102
3460,0.14389615815658768
3464,0.1124229682079646
3468,0.11535302221150338
3472,0.12281468419172864
3520,0.17642102261945827
3528,0.04944208773349055
3552,0.07360348667596764
3584,0.2248952161256705
3588,0.15254209125677642
3592,0.38625580904625456
3648,0.6192115138467253
3656,0.851787706924509
3720,0.5220893396641239
3744,0.1169016397236232
3776,0.7313117149323839
3784,0.7600171518061825
3817,0.015614432429829121
3829,0.015614432429829121
3840,0.15777237768598942
3844,0.309227177724874
3904,0.1057659845179325
3956,0.015614432429829121
3968,0.24884462298771212
3976,0.291730206385164
4032,0.45506331658075705
